station,variable,doy,lo,med,hi,current
"LMCRS, Marianna",rel_sw_24in,152,0.628,0.661,0.783,0.732
"LMCRS, Marianna",rel_sw_24in,153,0.626,0.67,0.769,0.714
"LMCRS, Marianna",rel_sw_24in,154,0.626,0.676,0.761,0.695
"LMCRS, Marianna",rel_sw_24in,155,0.632,0.678,0.768,0.68
"LMCRS, Marianna",rel_sw_24in,156,0.628,0.678,0.762,0.667
"LMCRS, Marianna",rel_sw_24in,157,0.625,0.677,0.783,0.656
"LMCRS, Marianna",rel_sw_24in,158,0.626,0.675,0.783,0.689
"LMCRS, Marianna",rel_sw_24in,159,0.626,0.671,0.813,0.684
"LMCRS, Marianna",rel_sw_24in,160,0.626,0.662,0.879,0.669
"LMCRS, Marianna",rel_sw_24in,161,0.623,0.657,0.882,0.657
"LMCRS, Marianna",rel_sw_24in,162,0.632,0.655,0.87,0.648
"LMCRS, Marianna",rel_sw_24in,163,0.62,0.659,0.857,0.686
"LMCRS, Marianna",rel_sw_24in,164,0.619,0.658,0.836,0.72
"LMCRS, Marianna",rel_sw_24in,165,0.623,0.65,0.838,0.717
"LMCRS, Marianna",rel_sw_24in,166,0.616,0.655,0.825,0.704
"LMCRS, Marianna",rel_sw_24in,167,0.62,0.651,0.802,0.689
"LMCRS, Marianna",rel_sw_24in,168,0.611,0.655,0.787,0.676
"LMCRS, Marianna",rel_sw_24in,169,0.623,0.658,0.774,0.664
"LMCRS, Marianna",rel_sw_24in,170,0.61,0.65,0.784,0.657
"LMCRS, Marianna",rel_sw_24in,171,0.596,0.646,0.773,0.67
"LMCRS, Marianna",rel_sw_24in,172,0.61,0.648,0.748,0.663
"LMCRS, Marianna",rel_sw_24in,173,0.591,0.649,0.722,0.695
"LMCRS, Marianna",rel_sw_24in,174,0.598,0.645,0.724,0.68
"LMCRS, Marianna",rel_sw_24in,175,0.585,0.635,0.711,0.671
"LMCRS, Marianna",rel_sw_24in,176,0.582,0.637,0.723,0.659
"LMCRS, Marianna",rel_sw_24in,177,0.574,0.625,0.748,0.647
"LMCRS, Marianna",rel_sw_24in,178,0.576,0.622,0.758,0.631
"LMCRS, Marianna",rel_sw_24in,179,0.564,0.62,0.755,0.614
"LMCRS, Marianna",rel_sw_24in,180,0.55,0.606,0.766,0.621
"LMCRS, Marianna",rel_sw_24in,181,0.55,0.607,0.784,0.6
"LMCRS, Marianna",rel_sw_24in,182,0.54,0.601,0.831,0.585
"LMCRS, Marianna",rel_sw_24in,183,0.534,0.592,0.847,0.603
"LMCRS, Marianna",rel_sw_24in,184,0.525,0.59,0.848,0.589
"LMCRS, Marianna",rel_sw_24in,185,0.504,0.59,0.835,0.589
"LMCRS, Marianna",rel_sw_24in,186,0.516,0.582,0.82,0.59
"LMCRS, Marianna",rel_sw_24in,187,0.496,0.581,0.828,0.58
"LMCRS, Marianna",rel_sw_24in,188,0.501,0.57,0.826,0.572
"LMCRS, Marianna",rel_sw_24in,189,0.481,0.558,0.801,0.56
"LMCRS, Marianna",rel_sw_24in,190,0.493,0.553,0.775,0.549
"LMCRS, Marianna",rel_sw_24in,191,0.502,0.545,0.751,0.538
"LMCRS, Marianna",rel_sw_24in,192,0.487,0.554,0.728,0.536
"LMCRS, Marianna",rel_sw_24in,193,0.467,0.564,0.751,0.538
"LMCRS, Marianna",rel_sw_24in,194,0.481,0.558,0.759,0.53
"LMCRS, Marianna",rel_sw_24in,195,0.471,0.55,0.748,0.54
"LMCRS, Marianna",rel_sw_24in,196,0.458,0.543,0.759,0.562
"LMCRS, Marianna",rel_sw_24in,197,0.458,0.534,0.788,0.547
"LMCRS, Marianna",rel_sw_24in,198,0.457,0.525,0.797,0.538
"LMCRS, Marianna",rel_sw_24in,199,0.447,0.523,0.781,0.521
"LMCRS, Marianna",rel_sw_24in,200,0.437,0.527,0.763,0.504
"LMCRS, Marianna",rel_sw_24in,201,0.432,0.52,0.752,0.499
"LMCRS, Marianna",rel_sw_24in,202,0.437,0.509,0.765,0.486
"LMCRS, Marianna",rel_sw_24in,203,0.418,0.517,0.756,0.473
"LMCRS, Marianna",rel_sw_24in,204,0.412,0.515,0.741,0.486
"LMCRS, Marianna",rel_sw_24in,205,0.414,0.501,0.738,0.497
"LMCRS, Marianna",rel_sw_24in,206,0.406,0.498,0.756,0.502
"LMCRS, Marianna",rel_sw_24in,207,0.416,0.498,0.778,0.49
"LMCRS, Marianna",rel_sw_24in,208,0.401,0.494,0.76,0.473
"LMCRS, Marianna",rel_sw_24in,209,0.384,0.494,0.74,0.458
"LMCRS, Marianna",rel_sw_24in,210,0.399,0.488,0.72,0.468
"LMCRS, Marianna",rel_sw_24in,211,0.383,0.49,0.709,0.455
"LMCRS, Marianna",rel_sw_24in,212,0.379,0.476,0.701,0.45
"LMCRS, Marianna",rel_sw_24in,213,0.388,0.469,0.724,0.442
"LMCRS, Marianna",rel_sw_24in,214,0.401,0.465,0.717,NA
"LMCRS, Marianna",rel_sw_24in,215,0.381,0.457,0.706,NA
"LMCRS, Marianna",rel_sw_24in,216,0.384,0.465,0.732,NA
"LMCRS, Marianna",rel_sw_24in,217,0.366,0.454,0.743,NA
"LMCRS, Marianna",rel_sw_24in,218,0.364,0.448,0.732,NA
"LMCRS, Marianna",rel_sw_24in,219,0.359,0.456,0.715,NA
"LMCRS, Marianna",rel_sw_24in,220,0.359,0.459,0.695,NA
"LMCRS, Marianna",rel_sw_24in,221,0.366,0.444,0.676,NA
"LMCRS, Marianna",rel_sw_24in,222,0.358,0.433,0.665,NA
"LMCRS, Marianna",rel_sw_24in,223,0.363,0.44,0.669,NA
"LMCRS, Marianna",rel_sw_24in,224,0.372,0.436,0.677,NA
"LMCRS, Marianna",rel_sw_24in,225,0.355,0.441,0.679,NA
"LMCRS, Marianna",rel_sw_24in,226,0.356,0.437,0.667,NA
"LMCRS, Marianna",rel_sw_24in,227,0.34,0.43,0.657,NA
"LMCRS, Marianna",rel_sw_24in,228,0.352,0.416,0.643,NA
"LMCRS, Marianna",rel_sw_24in,229,0.332,0.428,0.63,NA
"LMCRS, Marianna",rel_sw_24in,230,0.333,0.419,0.616,NA
"LMCRS, Marianna",rel_sw_24in,231,0.331,0.417,0.605,NA
"LMCRS, Marianna",rel_sw_24in,232,0.317,0.416,0.633,NA
"LMCRS, Marianna",rel_sw_24in,233,0.323,0.415,0.624,NA
"LMCRS, Marianna",rel_sw_24in,234,0.326,0.411,0.611,NA
"LMCRS, Marianna",rel_sw_24in,235,0.315,0.399,0.599,NA
"LMCRS, Marianna",rel_sw_24in,236,0.324,0.392,0.591,NA
"LMCRS, Marianna",rel_sw_24in,237,0.309,0.392,0.59,NA
"LMCRS, Marianna",rel_sw_24in,238,0.318,0.386,0.579,NA
"LMCRS, Marianna",rel_sw_24in,239,0.3,0.387,0.58,NA
"LMCRS, Marianna",rel_sw_24in,240,0.311,0.394,0.588,NA
"LMCRS, Marianna",rel_sw_24in,241,0.294,0.395,0.576,NA
"LMCRS, Marianna",rel_sw_24in,242,0.304,0.396,0.562,NA
"LMCRS, Marianna",rel_sw_24in,243,0.286,0.392,0.599,NA
"LMCRS, Marianna",rel_sw_24in,244,0.301,0.403,0.62,NA
"LMCRS, Marianna",rel_sw_24in,245,0.284,0.409,0.643,NA
"LMCRS, Marianna",rel_sw_24in,246,0.295,0.403,0.655,NA
"LMCRS, Marianna",rel_sw_24in,247,0.276,0.401,0.663,NA
"LMCRS, Marianna",rel_sw_24in,248,0.29,0.4,0.66,NA
"LMCRS, Marianna",rel_sw_24in,249,0.283,0.395,0.657,NA
"LMCRS, Marianna",rel_sw_24in,250,0.271,0.393,0.654,NA
"LMCRS, Marianna",rel_sw_24in,251,0.308,0.405,0.649,NA
"LMCRS, Marianna",rel_sw_24in,252,0.304,0.399,0.646,NA
"LMCRS, Marianna",rel_sw_24in,253,0.299,0.395,0.644,NA
"LMCRS, Marianna",rel_sw_24in,254,0.303,0.398,0.642,NA
"LMCRS, Marianna",rel_sw_24in,255,0.306,0.407,0.64,NA
"LMCRS, Marianna",rel_sw_24in,256,0.311,0.404,0.665,NA
"LMCRS, Marianna",rel_sw_24in,257,0.302,0.407,0.669,NA
"LMCRS, Marianna",rel_sw_24in,258,0.29,0.414,0.674,NA
"LMCRS, Marianna",rel_sw_24in,259,0.305,0.41,0.712,NA
"LMCRS, Marianna",rel_sw_24in,260,0.298,0.411,0.754,NA
"LMCRS, Marianna",rel_sw_24in,261,0.29,0.412,0.789,NA
"LMCRS, Marianna",rel_sw_24in,262,0.307,0.413,0.798,NA
"LMCRS, Marianna",rel_sw_24in,263,0.303,0.418,0.815,NA
"LMCRS, Marianna",rel_sw_24in,264,0.303,0.426,0.841,NA
"LMCRS, Marianna",rel_sw_24in,265,0.297,0.42,0.852,NA
"LMCRS, Marianna",rel_sw_24in,266,0.294,0.434,0.861,NA
"LMCRS, Marianna",rel_sw_24in,267,0.296,0.433,0.872,NA
"LMCRS, Marianna",rel_sw_24in,268,0.31,0.457,0.864,NA
"LMCRS, Marianna",rel_sw_24in,269,0.308,0.455,0.852,NA
"LMCRS, Marianna",rel_sw_24in,270,0.307,0.453,0.832,NA
"LMCRS, Marianna",rel_sw_24in,271,0.316,0.452,0.809,NA
"LMCRS, Marianna",rel_sw_24in,272,0.311,0.45,0.787,NA
"LMCRS, Marianna",rel_sw_24in,273,0.308,0.453,0.766,NA
"LMCRS, Marianna",rel_sw_24in,274,0.306,0.457,0.755,NA
"LMCRS, Marianna",rel_sw_24in,275,0.304,0.454,0.754,NA
"LMCRS, Marianna",rel_sw_24in,276,0.302,0.451,0.734,NA
"LMCRS, Marianna",rel_sw_24in,277,0.3,0.469,0.782,NA
"LMCRS, Marianna",rel_sw_24in,278,0.299,0.472,0.769,NA
"LMCRS, Marianna",rel_sw_24in,279,0.302,0.472,0.769,NA
"LMCRS, Marianna",rel_sw_24in,280,0.308,0.475,0.759,NA
"LMCRS, Marianna",rel_sw_24in,281,0.307,0.474,0.754,NA
"LMCRS, Marianna",rel_sw_24in,282,0.307,0.474,0.791,NA
"LMCRS, Marianna",rel_sw_24in,283,0.304,0.478,0.839,NA
"LMCRS, Marianna",rel_sw_24in,284,0.303,0.495,0.83,NA
"LMCRS, Marianna",rel_sw_24in,285,0.301,0.502,0.819,NA
"LMCRS, Marianna",rel_sw_24in,286,0.299,0.507,0.851,NA
"LMCRS, Marianna",rel_sw_24in,287,0.298,0.505,0.842,NA
"LMCRS, Marianna",rel_sw_24in,288,0.296,0.516,0.838,NA
"LMCRS, Marianna",rel_sw_24in,289,0.295,0.529,0.822,NA
"LMCRS, Marianna",rel_sw_24in,290,0.296,0.527,0.803,NA
"LMCRS, Marianna",rel_sw_24in,291,0.295,0.543,0.783,NA
"LMCRS, Marianna",rel_sw_24in,292,0.294,0.552,0.761,NA
"LMCRS, Marianna",rel_sw_24in,293,0.293,0.559,0.739,NA
"LMCRS, Marianna",rel_sw_24in,294,0.291,0.556,0.722,NA
"LMCRS, Marianna",rel_sw_24in,295,0.29,0.563,0.775,NA
"LMCRS, Marianna",rel_sw_24in,296,0.289,0.567,0.78,NA
"LMCRS, Marianna",rel_sw_24in,297,0.288,0.574,0.764,NA
"LMCRS, Marianna",rel_sw_24in,298,0.287,0.571,0.749,NA
"LMCRS, Marianna",rel_sw_24in,299,0.286,0.58,0.757,NA
"LMCRS, Marianna",rel_sw_24in,300,0.286,0.586,0.792,NA
"LMCRS, Marianna",rel_sw_24in,301,0.285,0.599,0.814,NA
"LMCRS, Marianna",rel_sw_24in,302,0.284,0.611,0.815,NA
"LMCRS, Marianna",rel_sw_24in,303,0.283,0.618,0.886,NA
"LMCRS, Marianna",rel_sw_24in,304,0.282,0.618,0.872,NA
"LMCRS, Marianna",rel_sw_24in,305,0.281,0.62,0.855,NA
"LMCRS, Marianna",rel_sw_24in,306,0.281,0.618,0.837,NA
"LMCRS, Marianna",rel_sw_24in,307,0.305,0.616,0.817,NA
"LMCRS, Marianna",rel_sw_24in,308,0.318,0.626,0.819,NA
"LMCRS, Marianna",rel_sw_24in,309,0.351,0.625,0.811,NA
"LMCRS, Marianna",rel_sw_24in,310,0.353,0.633,0.798,NA
"LMCRS, Marianna",rel_sw_24in,311,0.367,0.632,0.788,NA
"LMCRS, Marianna",rel_sw_24in,312,0.365,0.637,0.779,NA
"LMCRS, Marianna",rel_sw_24in,313,0.404,0.633,0.772,NA
"LMCRS, Marianna",rel_sw_24in,314,0.407,0.63,0.773,NA
"LMCRS, Marianna",rel_sw_24in,315,0.403,0.628,0.783,NA
"LMCRS, Marianna",rel_sw_24in,316,0.4,0.641,0.777,NA
"LMCRS, Marianna",rel_sw_24in,317,0.397,0.648,0.771,NA
"LMCRS, Marianna",rel_sw_24in,318,0.394,0.647,0.799,NA
"LMCRS, Marianna",rel_sw_24in,319,0.393,0.646,0.786,NA
"LMCRS, Marianna",rel_sw_24in,320,0.391,0.658,0.787,NA
"LMCRS, Marianna",rel_sw_24in,321,0.392,0.657,0.779,NA
"LMCRS, Marianna",rel_sw_24in,322,0.388,0.66,0.78,NA
"LMCRS, Marianna",rel_sw_24in,323,0.386,0.658,0.781,NA
"LMCRS, Marianna",rel_sw_24in,324,0.45,0.656,0.803,NA
"LMCRS, Marianna",rel_sw_24in,325,0.45,0.659,0.811,NA
"LMCRS, Marianna",rel_sw_24in,326,0.449,0.663,0.806,NA
"LMCRS, Marianna",rel_sw_24in,327,0.446,0.664,0.797,NA
"LMCRS, Marianna",rel_sw_24in,328,0.445,0.664,0.813,NA
"LMCRS, Marianna",rel_sw_24in,329,0.442,0.668,0.84,NA
"LMCRS, Marianna",rel_sw_24in,330,0.443,0.679,0.83,NA
"LMCRS, Marianna",rel_sw_24in,331,0.44,0.68,0.834,NA
"LMCRS, Marianna",rel_sw_24in,332,0.436,0.674,0.823,NA
"LMCRS, Marianna",rel_sw_24in,333,0.434,0.677,0.877,NA
"LMCRS, Marianna",rel_sw_24in,334,0.462,0.695,0.878,NA
"LMCRS, Marianna",rel_sw_24in,335,0.48,0.689,0.876,NA
"LMCRS, Marianna",rel_sw_24in,336,0.489,0.692,0.888,NA
"LMCRS, Marianna",rel_sw_24in,337,0.486,0.689,0.88,NA
"LMCRS, Marianna",rel_sw_24in,338,0.484,0.696,0.869,NA
"LMCRS, Marianna",rel_sw_24in,339,0.48,0.696,0.867,NA
"LMCRS, Marianna",rel_sw_24in,340,0.477,0.686,0.859,NA
"LMCRS, Marianna",rel_sw_24in,341,0.475,0.692,0.852,NA
"LMCRS, Marianna",rel_sw_24in,342,0.475,0.685,0.842,NA
"LMCRS, Marianna",rel_sw_24in,343,0.49,0.694,0.848,NA
"LMCRS, Marianna",rel_sw_24in,344,0.49,0.692,0.845,NA
"LMCRS, Marianna",rel_sw_24in,345,0.487,0.689,0.827,NA
"LMCRS, Marianna",rel_sw_24in,346,0.484,0.697,0.841,NA
"LMCRS, Marianna",rel_sw_24in,347,0.482,0.699,0.892,NA
"LMCRS, Marianna",rel_sw_24in,348,0.478,0.698,0.881,NA
"LMCRS, Marianna",rel_sw_24in,349,0.475,0.702,0.874,NA
"LMCRS, Marianna",rel_sw_24in,350,0.477,0.719,0.916,NA
"LMCRS, Marianna",rel_sw_24in,351,0.474,0.72,0.962,NA
"LMCRS, Marianna",rel_sw_24in,352,0.472,0.715,0.943,NA
"LMCRS, Marianna",rel_sw_24in,353,0.47,0.71,0.93,NA
"LMCRS, Marianna",rel_sw_24in,354,0.468,0.714,0.916,NA
"LMCRS, Marianna",rel_sw_24in,355,0.466,0.713,0.923,NA
"LMCRS, Marianna",rel_sw_24in,356,0.465,0.708,0.939,NA
"LMCRS, Marianna",rel_sw_24in,357,0.471,0.723,0.934,NA
"LMCRS, Marianna",rel_sw_24in,358,0.503,0.73,0.919,NA
"LMCRS, Marianna",rel_sw_24in,359,0.535,0.729,0.905,NA
"LMCRS, Marianna",rel_sw_24in,360,0.533,0.723,0.917,NA
"LMCRS, Marianna",rel_sw_24in,361,0.531,0.72,0.974,NA
"LMCRS, Marianna",rel_sw_24in,362,0.531,0.714,0.962,NA
"LMCRS, Marianna",rel_sw_24in,363,0.53,0.712,0.95,NA
"LMCRS, Marianna",rel_sw_24in,364,0.527,0.732,0.973,NA
"LMCRS, Marianna",rel_sw_24in,365,0.524,0.726,0.96,NA
"LMCRS, Marianna",rel_sw_24in,366,0.67,0.739,0.866,NA
"LMCRS, Marianna",rel_sw_6in,1,0.61,0.622,0.746,0.612
"LMCRS, Marianna",rel_sw_6in,2,0.599,0.622,0.886,0.643
"LMCRS, Marianna",rel_sw_6in,3,0.593,0.621,0.929,0.631
"LMCRS, Marianna",rel_sw_6in,4,0.58,0.63,0.818,0.619
"LMCRS, Marianna",rel_sw_6in,5,0.566,0.643,0.744,0.605
"LMCRS, Marianna",rel_sw_6in,6,0.558,0.643,0.853,0.591
"LMCRS, Marianna",rel_sw_6in,7,0.55,0.636,0.928,0.579
"LMCRS, Marianna",rel_sw_6in,8,0.535,0.65,0.855,0.58
"LMCRS, Marianna",rel_sw_6in,9,0.548,0.661,0.801,0.655
"LMCRS, Marianna",rel_sw_6in,10,0.549,0.656,0.854,0.722
"LMCRS, Marianna",rel_sw_6in,11,0.536,0.657,0.965,0.677
"LMCRS, Marianna",rel_sw_6in,12,0.524,0.648,0.953,0.647
"LMCRS, Marianna",rel_sw_6in,13,0.519,0.637,0.998,0.637
"LMCRS, Marianna",rel_sw_6in,14,0.515,0.63,0.998,0.632
"LMCRS, Marianna",rel_sw_6in,15,0.51,0.622,0.922,0.617
"LMCRS, Marianna",rel_sw_6in,16,0.506,0.624,0.826,0.608
"LMCRS, Marianna",rel_sw_6in,17,0.527,0.645,0.861,0.601
"LMCRS, Marianna",rel_sw_6in,18,0.553,0.673,0.937,0.595
"LMCRS, Marianna",rel_sw_6in,19,0.544,0.655,0.875,0.584
"LMCRS, Marianna",rel_sw_6in,20,0.536,0.642,0.834,0.57
"LMCRS, Marianna",rel_sw_6in,21,0.543,0.645,0.802,0.681
"LMCRS, Marianna",rel_sw_6in,22,0.537,0.662,0.897,0.649
"LMCRS, Marianna",rel_sw_6in,23,0.536,0.647,0.85,0.638
"LMCRS, Marianna",rel_sw_6in,24,0.531,0.645,0.944,0.727
"LMCRS, Marianna",rel_sw_6in,25,0.527,0.635,0.913,0.731
"LMCRS, Marianna",rel_sw_6in,26,0.522,0.634,0.834,0.695
"LMCRS, Marianna",rel_sw_6in,27,0.521,0.635,0.968,0.666
"LMCRS, Marianna",rel_sw_6in,28,0.516,0.631,0.868,0.643
"LMCRS, Marianna",rel_sw_6in,29,0.512,0.629,0.909,0.633
"LMCRS, Marianna",rel_sw_6in,30,0.508,0.627,0.941,0.632
"LMCRS, Marianna",rel_sw_6in,31,0.504,0.625,0.834,0.627
"LMCRS, Marianna",rel_sw_6in,32,0.5,0.634,0.782,0.62
"LMCRS, Marianna",rel_sw_6in,33,0.52,0.639,0.945,0.607
"LMCRS, Marianna",rel_sw_6in,34,0.534,0.632,0.997,0.655
"LMCRS, Marianna",rel_sw_6in,35,0.559,0.641,0.886,0.635
"LMCRS, Marianna",rel_sw_6in,36,0.552,0.634,0.884,0.618
"LMCRS, Marianna",rel_sw_6in,37,0.545,0.661,0.801,0.596
"LMCRS, Marianna",rel_sw_6in,38,0.539,0.642,0.823,0.578
"LMCRS, Marianna",rel_sw_6in,39,0.534,0.632,0.816,0.568
"LMCRS, Marianna",rel_sw_6in,40,0.529,0.623,0.782,0.56
"LMCRS, Marianna",rel_sw_6in,41,0.525,0.634,0.959,0.556
"LMCRS, Marianna",rel_sw_6in,42,0.531,0.638,0.978,0.57
"LMCRS, Marianna",rel_sw_6in,43,0.531,0.645,0.997,0.551
"LMCRS, Marianna",rel_sw_6in,44,0.526,0.642,0.915,0.545
"LMCRS, Marianna",rel_sw_6in,45,0.521,0.646,0.932,0.593
"LMCRS, Marianna",rel_sw_6in,46,0.517,0.651,0.964,0.774
"LMCRS, Marianna",rel_sw_6in,47,0.534,0.638,0.997,0.707
"LMCRS, Marianna",rel_sw_6in,48,0.529,0.655,0.942,0.671
"LMCRS, Marianna",rel_sw_6in,49,0.534,0.642,0.953,0.645
"LMCRS, Marianna",rel_sw_6in,50,0.54,0.631,0.995,0.62
"LMCRS, Marianna",rel_sw_6in,51,0.535,0.639,0.994,0.603
"LMCRS, Marianna",rel_sw_6in,52,0.538,0.648,0.903,0.616
"LMCRS, Marianna",rel_sw_6in,53,0.531,0.644,0.997,0.594
"LMCRS, Marianna",rel_sw_6in,54,0.554,0.638,0.995,0.586
"LMCRS, Marianna",rel_sw_6in,55,0.546,0.63,0.983,0.579
"LMCRS, Marianna",rel_sw_6in,56,0.546,0.65,0.933,0.574
"LMCRS, Marianna",rel_sw_6in,57,0.541,0.647,0.864,0.596
"LMCRS, Marianna",rel_sw_6in,58,0.536,0.651,0.918,0.572
"LMCRS, Marianna",rel_sw_6in,59,0.532,0.627,0.989,0.567
"LMCRS, Marianna",rel_sw_6in,60,0.527,0.634,0.995,0.562
"LMCRS, Marianna",rel_sw_6in,61,0.523,0.64,0.995,0.557
"LMCRS, Marianna",rel_sw_6in,62,0.52,0.624,0.899,0.553
"LMCRS, Marianna",rel_sw_6in,63,0.516,0.652,0.81,0.548
"LMCRS, Marianna",rel_sw_6in,64,0.513,0.641,0.92,0.544
"LMCRS, Marianna",rel_sw_6in,65,0.51,0.629,0.839,0.541
"LMCRS, Marianna",rel_sw_6in,66,0.506,0.629,0.92,0.685
"LMCRS, Marianna",rel_sw_6in,67,0.503,0.624,0.904,0.732
"LMCRS, Marianna",rel_sw_6in,68,0.5,0.652,0.816,0.812
"LMCRS, Marianna",rel_sw_6in,69,0.501,0.638,0.906,0.741
"LMCRS, Marianna",rel_sw_6in,70,0.539,0.632,0.997,0.844
"LMCRS, Marianna",rel_sw_6in,71,0.535,0.627,0.985,0.744
"LMCRS, Marianna",rel_sw_6in,72,0.531,0.613,0.988,0.673
"LMCRS, Marianna",rel_sw_6in,73,0.548,0.621,0.975,0.642
"LMCRS, Marianna",rel_sw_6in,74,0.552,0.63,0.904,0.734
"LMCRS, Marianna",rel_sw_6in,75,0.546,0.649,0.9,0.681
"LMCRS, Marianna",rel_sw_6in,76,0.541,0.627,0.906,0.639
"LMCRS, Marianna",rel_sw_6in,77,0.536,0.623,0.965,0.613
"LMCRS, Marianna",rel_sw_6in,78,0.531,0.624,0.98,0.6
"LMCRS, Marianna",rel_sw_6in,79,0.538,0.626,0.996,0.59
"LMCRS, Marianna",rel_sw_6in,80,0.534,0.624,0.863,0.583
"LMCRS, Marianna",rel_sw_6in,81,0.53,0.619,0.834,0.577
"LMCRS, Marianna",rel_sw_6in,82,0.527,0.622,0.801,0.572
"LMCRS, Marianna",rel_sw_6in,83,0.523,0.613,0.847,0.567
"LMCRS, Marianna",rel_sw_6in,84,0.52,0.624,0.89,0.562
"LMCRS, Marianna",rel_sw_6in,85,0.517,0.622,0.848,0.558
"LMCRS, Marianna",rel_sw_6in,86,0.534,0.616,0.919,0.554
"LMCRS, Marianna",rel_sw_6in,87,0.523,0.607,0.834,0.55
"LMCRS, Marianna",rel_sw_6in,88,0.52,0.628,0.867,0.546
"LMCRS, Marianna",rel_sw_6in,89,0.517,0.644,0.839,0.543
"LMCRS, Marianna",rel_sw_6in,90,0.536,0.649,0.863,0.54
"LMCRS, Marianna",rel_sw_6in,91,0.532,0.626,0.928,0.536
"LMCRS, Marianna",rel_sw_6in,92,0.528,0.622,0.868,0.533
"LMCRS, Marianna",rel_sw_6in,93,0.525,0.639,0.88,0.53
"LMCRS, Marianna",rel_sw_6in,94,0.549,0.643,0.917,0.657
"LMCRS, Marianna",rel_sw_6in,95,0.544,0.639,0.995,0.611
"LMCRS, Marianna",rel_sw_6in,96,0.539,0.632,0.991,0.596
"LMCRS, Marianna",rel_sw_6in,97,0.548,0.632,0.858,0.585
"LMCRS, Marianna",rel_sw_6in,98,0.544,0.636,0.918,0.577
"LMCRS, Marianna",rel_sw_6in,99,0.54,0.62,0.794,0.57
"LMCRS, Marianna",rel_sw_6in,100,0.542,0.61,0.917,0.564
"LMCRS, Marianna",rel_sw_6in,101,0.543,0.604,0.959,0.559
"LMCRS, Marianna",rel_sw_6in,102,0.538,0.629,0.903,0.554
"LMCRS, Marianna",rel_sw_6in,103,0.553,0.624,0.977,0.549
"LMCRS, Marianna",rel_sw_6in,104,0.547,0.653,0.992,0.545
"LMCRS, Marianna",rel_sw_6in,105,0.542,0.64,0.854,0.541
"LMCRS, Marianna",rel_sw_6in,106,0.538,0.619,0.788,0.537
"LMCRS, Marianna",rel_sw_6in,107,0.54,0.604,0.775,0.533
"LMCRS, Marianna",rel_sw_6in,108,0.534,0.604,0.804,0.561
"LMCRS, Marianna",rel_sw_6in,109,0.534,0.602,0.804,0.534
"LMCRS, Marianna",rel_sw_6in,110,0.536,0.602,0.815,0.53
"LMCRS, Marianna",rel_sw_6in,111,0.548,0.634,0.831,0.527
"LMCRS, Marianna",rel_sw_6in,112,0.546,0.626,0.797,0.524
"LMCRS, Marianna",rel_sw_6in,113,0.551,0.618,0.899,0.521
"LMCRS, Marianna",rel_sw_6in,114,0.546,0.621,0.817,0.604
"LMCRS, Marianna",rel_sw_6in,115,0.545,0.629,0.806,0.694
"LMCRS, Marianna",rel_sw_6in,116,0.542,0.63,0.956,0.645
"LMCRS, Marianna",rel_sw_6in,117,0.545,0.624,0.976,0.623
"LMCRS, Marianna",rel_sw_6in,118,0.543,0.617,0.975,0.776
"LMCRS, Marianna",rel_sw_6in,119,0.546,0.619,0.987,0.806
"LMCRS, Marianna",rel_sw_6in,120,0.543,0.64,0.906,0.724
"LMCRS, Marianna",rel_sw_6in,121,0.54,0.624,0.892,0.666
"LMCRS, Marianna",rel_sw_6in,122,0.549,0.637,0.968,0.638
"LMCRS, Marianna",rel_sw_6in,123,0.547,0.632,0.975,0.621
"LMCRS, Marianna",rel_sw_6in,124,0.543,0.638,0.922,0.609
"LMCRS, Marianna",rel_sw_6in,125,0.539,0.626,0.951,0.649
"LMCRS, Marianna",rel_sw_6in,126,0.535,0.612,0.981,0.768
"LMCRS, Marianna",rel_sw_6in,127,0.548,0.613,0.882,0.683
"LMCRS, Marianna",rel_sw_6in,128,0.545,0.61,0.84,0.637
"LMCRS, Marianna",rel_sw_6in,129,0.542,0.618,0.918,0.613
"LMCRS, Marianna",rel_sw_6in,130,0.539,0.615,0.887,0.619
"LMCRS, Marianna",rel_sw_6in,131,0.536,0.605,0.875,0.591
"LMCRS, Marianna",rel_sw_6in,132,0.533,0.599,0.82,0.581
"LMCRS, Marianna",rel_sw_6in,133,0.531,0.625,0.777,0.574
"LMCRS, Marianna",rel_sw_6in,134,0.527,0.607,0.772,0.568
"LMCRS, Marianna",rel_sw_6in,135,0.522,0.596,0.85,0.619
"LMCRS, Marianna",rel_sw_6in,136,0.517,0.588,0.86,0.59
"LMCRS, Marianna",rel_sw_6in,137,0.515,0.598,0.947,0.578
"LMCRS, Marianna",rel_sw_6in,138,0.518,0.592,0.849,0.569
"LMCRS, Marianna",rel_sw_6in,139,0.522,0.588,0.789,0.65
"LMCRS, Marianna",rel_sw_6in,140,0.517,0.584,0.876,0.738
"LMCRS, Marianna",rel_sw_6in,141,0.513,0.585,0.837,0.722
"LMCRS, Marianna",rel_sw_6in,142,0.516,0.574,0.747,0.816
"LMCRS, Marianna",rel_sw_6in,143,0.513,0.575,0.737,0.864
"LMCRS, Marianna",rel_sw_6in,144,0.511,0.586,0.78,0.787
"LMCRS, Marianna",rel_sw_6in,145,0.516,0.587,0.832,0.749
"LMCRS, Marianna",rel_sw_6in,146,0.515,0.596,0.941,0.752
"LMCRS, Marianna",rel_sw_6in,147,0.515,0.598,0.856,0.708
